Y63,North East and Yorkshire Commissioning Region,RX3,"Tees, Esk And Wear Valleys NHS Foundation Trust","7,196","2,910",40.4,292,201,68.8,"2,539","1,013",39.9,"1,144",545,47.6,"3,221","1,151",35.7
Y63,North East and Yorkshire Commissioning Region,RTD,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,"13,760","9,568",69.5,"2,020","1,766",87.4,"5,653","4,014",71.0,"1,263",831,65.8,"4,824","2,957",61.3
Y63,North East and Yorkshire Commissioning Region,RFR,The Rotherham NHS Foundation Trust,"4,182","2,164",51.7,564,293,52.0,"1,420",721,50.8,752,463,61.6,"1,446",687,47.5
Y63,North East and Yorkshire Commissioning Region,RCB,York And Scarborough Teaching Hospitals NHS Foundation Trust,"7,939","2,549",32.1,936,327,34.9,"2,453",800,32.6,"1,333",488,36.6,"3,217",934,29.0
Y63,North East and Yorkshire Commissioning Region,RX8,Yorkshire Ambulance Service NHS Trust,"6,279","2,020",32.2,6,1,16.7,130,32,24.6,"2,704",905,33.5,"3,439","1,082",31.5
Y62,North West Commissioning Region,RBS,Alder Hey Children's NHS Foundation Trust,"3,706","1,878",50.7,382,348,91.1,"1,366",650,47.6,430,421,97.9,"1,528",459,30.0
Y62,North West Commissioning Region,RXL,Blackpool Teaching Hospitals NHS Foundation Trust,"6,385","3,656",57.3,732,634,86.6,"2,642","1,345",50.9,"1,075",555,51.6,"1,936","1,122",58.0
Y62,North West Commissioning Region,RMC,Bolton NHS Foundation Trust,"4,511","1,154",25.6,452,110,24.3,"2,119",570,26.9,581,176,30.3,"1,359",298,21.9
Y62,North West Commissioning Region,RY2,Bridgewater Community Healthcare NHS Trust,"1,262",456,36.1,82,25,30.5,573,219,38.2,305,101,33.1,302,111,36.8
Y62,North West Commissioning Region,RXA,Cheshire And Wirral Partnership NHS Foundation Trust,"3,105","1,429",46.0,135,118,87.4,630,502,79.7,"1,280",334,26.1,"1,036",457,44.1
Y62,North West Commissioning Region,RJR,Countess Of Chester Hospital NHS Foundation Trust,"4,472","2,505",56.0,567,398,70.2,"1,457",854,58.6,597,372,62.3,"1,851",881,47.6
Y62,North West Commissioning Region,RJN,East Cheshire NHS Trust,"2,744","1,316",48.0,349,155,44.4,867,431,49.7,"1,073",493,45.9,455,237,52.1
Y62,North West Commissioning Region,RXR,East Lancashire Hospitals NHS Trust,"8,717","2,961",34.0,792,311,39.3,"2,931",823,28.1,"2,589",892,34.5,"2,405",935,38.9
Y62,North West Commissioning Region,RXV,Greater Manchester West Mental Health NHS Foundation Trust,"4,127","1,058",25.6,186,63,33.9,"1,622",407,25.1,733,207,28.2,"1,586",381,24.0
Y63,North West Commissioning Region,NDA,Hcrg Care Services Ltd,684,305,44.6,15,8,53.3,255,130,51.0,187,99,52.9,227,68,30.0
Y62,North West Commissioning Region,NDA25,Hcrg Care Services Ltd,179,135,75.4,9,5,55.6,68,51,75.0,46,37,80.4,56,42,75.0
Y62,North West Commissioning Region,NDAJ0,Hcrg Care Services Ltd,429,168,39.2,1,0,0.0,160,71,44.4,60,23,38.3,208,74,35.6
Y62,North West Commissioning Region,RW5,Lancashire and South Cumbria NHS Foundation Trust,"6,638","2,319",34.9,353,152,43.1,"2,244",809,36.1,"1,100",447,40.6,"2,941",911,31.0
Y62,North West Commissioning Region,RXN,Lancashire Teaching Hospitals NHS Foundation Trust,"8,746","2,974",34.0,"1,112",432,38.8,"3,085","1,066",34.6,"1,247",463,37.1,"3,302","1,013",30.7
Y62,North West Commissioning Region,RBQ,Liverpool Heart And Chest NHS Foundation Trust,"1,633",819,50.2,140,100,71.4,651,315,48.4,313,125,39.9,529,279,52.7
Y62,North West Commissioning Region,REM,Liverpool University Hospitals NHS Foundation Trust,"10,496","5,785",55.1,"1,249","1,183",94.7,"3,833","1,947",50.8,"1,858","1,225",65.9,"3,556","1,430",40.2
Y62,North West Commissioning Region,REP,Liverpool Women's NHS Foundation Trust,"1,354",560,41.4,283,176,62.2,709,247,34.8,117,54,46.2,245,83,33.9
Y62,North West Commissioning Region,R0A,Manchester University NHS Foundation Trust,"21,559","7,714",35.8,"2,791","1,139",40.8,"9,355","3,360",35.9,"4,258","1,819",42.7,"5,155","1,396",27.1
Y62,North West Commissioning Region,RW4,Mersey Care NHS Foundation Trust,"7,953","1,884",23.7,180,89,49.4,"3,414",759,22.2,"1,405",454,32.3,"2,954",582,19.7
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,"5,345","2,888",54.0,471,244,51.8,"1,759",939,53.4,703,383,54.5,"2,412","1,322",54.8
Y62,North West Commissioning Region,RX7,North West Ambulance Service NHS Trust,"6,673","3,209",48.1,3,1,33.3,135,76,56.3,"4,201","2,093",49.8,"2,334","1,039",44.5
Y62,North West Commissioning Region,RM3,Northern Care Alliance NHS Foundation Trust,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Y62,North West Commissioning Region,RT2,Pennine Care NHS Foundation Trust,"3,380","1,295",38.3,108,60,55.6,"1,123",470,41.9,624,282,45.2,"1,525",483,31.7
Y62,North West Commissioning Region,RBN,St Helens And Knowsley Hospitals NHS Trust,"6,549","3,562",54.4,734,438,59.7,"2,702","1,464",54.2,889,502,56.5,"2,224","1,158",52.1
Y62,North West Commissioning Region,RWJ,Stockport NHS Foundation Trust,"4,708","1,317",28.0,492,158,32.1,"1,844",497,27.0,731,257,35.2,"1,641",405,24.7
Y62,North West Commissioning Region,RMP,Tameside And Glossop Integrated Care NHS Foundation Trust,"2,892",839,29.0,328,110,33.5,"1,087",279,25.7,355,134,37.7,"1,122",316,28.2
Y62,North West Commissioning Region,RBV,The Christie NHS Foundation Trust,"2,448","1,211",49.5,323,167,51.7,973,507,52.1,604,324,53.6,548,213,38.9
Y62,North West Commissioning Region,REN,The Clatterbridge Cancer Centre NHS Foundation Trust,"1,272",584,45.9,129,59,45.7,451,219,48.6,442,212,48.0,250,94,37.6
Y62,North West Commissioning Region,RET,The Walton Centre NHS Foundation Trust,"1,197",685,57.2,166,106,63.9,420,259,61.7,288,150,52.1,323,170,52.6
Y62,North West Commissioning Region,RTX,University Hospitals Of Morecambe Bay NHS Foundation Trust,"5,865","2,876",49.0,571,334,58.5,"2,477","1,186",47.9,810,417,51.5,"2,007",939,46.8
Y62,North West Commissioning Region,NQT,Virgin Care Ltd,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Y62,North West Commissioning Region,RWW,Warrington And Halton Hospitals NHS Foundation Trust,"3,642","1,690",46.4,521,247,47.4,"1,316",641,48.7,688,329,47.8,"1,117",473,42.3
Y62,North West Commissioning Region,NQT5T,Wiltshire Children Community Services,294,184,62.6,8,3,37.5,155,98,63.2,43,30,69.8,88,53,60.2
Y62,North West Commissioning Region,RY7,Wirral Community Health And Care NHS Foundation Trust,"1,635",550,33.6,30,3,10.0,795,295,37.1,195,71,36.4,615,181,29.4
Y62,North West Commissioning Region,RBL,Wirral University Teaching Hospital NHS Foundation Trust,"5,695","2,625",46.1,600,371,61.8,"1,853",899,48.5,781,390,49.9,"2,461",965,39.2
Y62,North West Commissioning Region,RRF,"Wrightington, Wigan And Leigh NHS Foundation Trust","5,112","1,379",27.0,531,139,26.2,"2,067",561,27.1,768,197,25.7,"1,746",482,27.6
Y59,South East Commissioning Region,RTK,Ashford And St Peter's Hospitals NHS Foundation Trust,"4,170","1,127",27.0,"1,031",225,21.8,"1,647",492,29.9,456,196,43.0,"1,036",214,20.7
Y59,South East Commissioning Region,RWX,Berkshire Healthcare NHS Foundation Trust,"4,683","2,056",43.9,314,117,37.3,"1,382",584,42.3,"1,030",516,50.1,"1,957",839,42.9
Y59,South East Commissioning Region,RXQ,Buckinghamshire Healthcare NHS Trust,"4,516","2,356",52.2,667,378,56.7,"1,731",895,51.7,"1,958",999,51.0,160,84,52.5
Y59,South East Commissioning Region,NTV,Csh Surrey,828,221,26.7,6,6,100.0,410,107,26.1,166,73,44.0,246,35,14.2
Y59,South East Commissioning Region,RN7,Dartford And Gravesham NHS Trust,"3,607","1,653",45.8,639,255,39.9,"1,574",796,50.6,369,167,45.3,"1,025",435,42.4
Y59,South East Commissioning Region,RVV,East Kent Hospitals University NHS Foundation Trust,"7,424","2,724",36.7,"1,342",505,37.6,"3,214",947,29.5,919,516,56.1,"1,949",756,38.8
Y59,South East Commissioning Region,RXC,East Sussex Healthcare NHS Trust,"5,994","2,302",38.4,784,386,49.2,"2,439",887,36.4,952,577,60.6,"1,819",452,24.8
Y59,South East Commissioning Region,NDJ,First Community Health And Care C.I.C,481,234,48.6,0,0,-,181,88,48.6,150,86,57.3,150,60,40.0
Y59,South East Commissioning Region,RDU,Frimley Health NHS Foundation Trust,"11,173","3,409",30.5,"2,203",515,23.4,"3,945","1,498",38.0,"1,351",468,34.6,"3,674",928,25.3
Y59,South East Commissioning Region,RN5,Hampshire Hospitals NHS Foundation Trust,"6,650","3,442",51.8,"1,237",669,54.1,"2,545","1,263",49.6,869,565,65.0,"1,999",945,47.3
Y59,South East Commissioning Region,R1F,Isle Of Wight NHS Trust,"3,242","1,186",36.6,293,102,34.8,"1,182",457,38.7,436,152,34.9,"1,331",475,35.7
Y59,South East Commissioning Region,RXY,Kent And Medway NHS And Social Care Partnership Trust,"3,831","1,976",51.6,227,116,51.1,951,501,52.7,528,282,53.4,"2,125","1,077",50.7
Y59,South East Commissioning Region,RYY,Kent Community Health NHS Trust,"3,460","1,404",40.6,143,56,39.2,"1,207",496,41.1,818,394,48.2,"1,292",458,35.4
Y59,South East Commissioning Region,RWF,Maidstone And Tunbridge Wells NHS Trust,"5,480","2,122",38.7,988,363,36.7,"2,207",833,37.7,979,443,45.3,"1,306",483,37.0
Y59,South East Commissioning Region,NQ7,Medway Community Healthcare,999,367,36.7,25,5,20.0,288,109,37.8,184,100,54.3,502,153,30.5
Y59,South East Commissioning Region,RPA,Medway NHS Foundation Trust,"3,355","1,338",39.9,535,203,37.9,"1,238",528,42.6,343,138,40.2,"1,239",469,37.9
Y59,South East Commissioning Region,RNU,Oxford Health NHS Foundation Trust,"6,437","3,169",49.2,608,233,38.3,"1,666",879,52.8,"1,501",763,50.8,"2,662","1,294",48.6
Y59,South East Commissioning Region,RTH,Oxford University Hospitals NHS Trust,"10,229","5,521",54.0,"2,077","1,199",57.7,"3,840","2,121",55.2,"3,465","1,794",51.8,847,407,48.1
Y59,South East Commissioning Region,RPG,Oxleas NHS Foundation Trust,"3,685",956,25.9,220,79,35.9,"1,409",373,26.5,"1,021",283,27.7,"1,035",221,21.4
Y59,South East Commissioning Region,RHU,Portsmouth Hospitals University National Health Service Trust,"7,725","4,183",54.1,"1,544",846,54.8,"2,901","1,662",57.3,"1,018",583,57.3,"2,262","1,092",48.3
Y59,South East Commissioning Region,RPC,Queen Victoria Hospital NHS Foundation Trust,"1,252",693,55.4,195,80,41.0,247,133,53.8,177,97,54.8,633,383,60.5
Y59,South East Commissioning Region,RHW,Royal Berkshire NHS Foundation Trust,"4,558","2,372",52.0,823,472,57.4,"1,721",913,53.1,667,359,53.8,"1,347",628,46.6
Y59,South East Commissioning Region,RA2,Royal Surrey County Hospital NHS Foundation Trust,"3,867","2,654",68.6,795,487,61.3,"1,505","1,034",68.7,784,513,65.4,783,620,79.2
Y59,South East Commissioning Region,R1C,Solent NHS Trust,"3,143","1,919",61.1,174,132,75.9,947,608,64.2,878,577,65.7,"1,144",602,52.6
Y59,South East Commissioning Region,RYE,South Central Ambulance Service NHS Trust,"4,692","1,405",29.9,4,3,75.0,18,15,83.3,"2,138",433,20.3,"2,532",954,37.7
Y59,South East Commissioning Region,RYD,South East Coast Ambulance Service NHS Foundation Trust,"3,009","2,194",72.9,2,2,100.0,0,0,-,"3,007","2,192",72.9,0,0,-
Y59,South East Commissioning Region,RW1,Southern Health NHS Foundation Trust,"4,732","2,446",51.7,293,165,56.3,"1,890","1,033",54.7,"1,004",519,51.7,"1,545",729,47.2
Y59,South East Commissioning Region,RXX,Surrey And Borders Partnership NHS Foundation Trust,"2,220","1,170",52.7,237,118,49.8,660,311,47.1,646,330,51.1,677,411,60.7
Y59,South East Commissioning Region,RTP,Surrey And Sussex Healthcare NHS Trust,"5,000","3,422",68.4,837,582,69.5,"1,687","1,142",67.7,"1,863","1,326",71.2,613,372,60.7
Y59,South East Commissioning Region,RDR,Sussex Community NHS Trust,"4,462","2,612",58.5,120,72,60.0,"1,733","1,050",60.6,"1,068",712,66.7,"1,541",778,50.5
Y59,South East Commissioning Region,RX2,Sussex Partnership NHS Foundation Trust,"4,909","2,055",41.9,358,203,56.7,"1,280",580,45.3,"2,946","1,136",38.6,325,136,41.8
Y59,South East Commissioning Region,RHM,University Hospital Southampton NHS Foundation Trust,"9,511","4,992",52.5,"2,154","1,151",53.4,"3,439","1,849",53.8,"1,427",865,60.6,"2,491","1,127",45.2
Y59,South East Commissioning Region,RYR,University Hospitals Sussex NHS Foundation Trust,"20,994","6,742",32.1,"2,481",681,27.4,"5,016","1,364",27.2,"5,212","1,452",27.9,"8,285","3,245",39.2
Y58,South West Commissioning Region,RVN,Avon And Wiltshire Mental Health Partnership NHS Trust,"4,632","1,981",42.8,340,188,55.3,"1,504",712,47.3,878,464,52.8,"1,910",617,32.3
Y58,South West Commissioning Region,RJ8,Cornwall Partnership NHS Foundation Trust,"4,155","1,644",39.6,148,71,48.0,"1,467",578,39.4,717,319,44.5,"1,823",676,37.1
Y58,South West Commissioning Region,RWV,Devon Partnership NHS Trust,"3,051","1,506",49.4,151,87,57.6,778,409,52.6,680,362,53.2,"1,442",648,44.9
Y58,South West Commissioning Region,RBD,Dorset County Hospital NHS Foundation Trust,"4,334","1,501",34.6,672,206,30.7,"1,205",448,37.2,463,206,44.5,"1,994",641,32.1
Y58,South West Commissioning Region,RDY,Dorset Healthcare University NHS Foundation Trust,"5,258","2,238",42.6,262,143,54.6,"1,975",854,43.2,"1,187",539,45.4,"1,834",702,38.3
Y58,South West Commissioning Region,RTQ,Gloucestershire Health And Care NHS Foundation Trust,"3,873","1,643",42.4,157,70,44.6,"1,521",608,40.0,810,434,53.6,"1,385",531,38.3
Y58,South West Commissioning Region,RTE,Gloucestershire Hospitals NHS Foundation Trust,"8,013","4,505",56.2,"1,767",770,43.6,"2,845","1,497",52.6,"1,076",732,68.0,"2,325","1,506",64.8
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,"6,231","4,248",68.2,870,682,78.4,"2,071","1,333",64.4,641,484,75.5,"2,649","1,749",66.0
Y58,South West Commissioning Region,RVJ,North Bristol NHS Trust,"7,185","3,685",51.3,"1,436",876,61.0,"2,363","1,187",50.2,"1,261",757,60.0,"2,125",865,40.7
Y58,South West Commissioning Region,RK9,Plymouth Hospitals NHS Trust,"9,774","4,183",42.8,"1,543",647,41.9,"3,094","1,223",39.5,"1,137",478,42.0,"4,000","1,835",45.9
Y58,South West Commissioning Region,REF,Royal Cornwall Hospitals NHS Trust,"5,586","2,041",36.5,"1,091",456,41.8,"1,783",651,36.5,679,273,40.2,"2,033",661,32.5
Y58,South West Commissioning Region,RH8,Royal Devon University Healthcare NHS Foundation Trust,"10,671","5,547",52.0,"1,649",911,55.2,"3,145","1,718",54.6,"1,702",895,52.6,"4,175","2,023",48.5
Y58,South West Commissioning Region,RD1,Royal United Hospital Bath NHS Trust,"7,650","4,598",60.1,942,604,64.1,"2,284","1,488",65.1,941,624,66.3,"3,483","1,882",54.0
Y58,South West Commissioning Region,RNZ,Salisbury NHS Foundation Trust,"4,162","2,525",60.7,792,482,60.9,"1,329",849,63.9,710,449,63.2,"1,331",745,56.0
Y58,South West Commissioning Region,NLX,Sirona Care and Health,"3,577","2,654",74.2,43,39,90.7,"1,077",818,76.0,801,634,79.2,"1,656","1,163",70.2
Y58,South West Commissioning Region,RH5,Somerset NHS Foundation Trust,"12,206","3,852",31.6,"1,639",476,29.0,"4,084","1,400",34.3,"1,956",665,34.0,"4,527","1,311",29.0
Y58,South West Commissioning Region,RYF,South Western Ambulance Service NHS Trust,"7,049","3,681",52.2,129,52,40.3,157,74,47.1,"3,615","1,744",48.2,"3,148","1,811",57.5
Y58,South West Commissioning Region,RA9,Torbay And South Devon NHS Foundation Trust,"5,766","2,481",43.0,659,363,55.1,"1,783",827,46.4,"1,202",589,49.0,"2,122",702,33.1
Y58,South West Commissioning Region,RA7,University Hospitals Bristol And Weston NHS Foundation Trust,"14,009","6,759",48.2,"2,231","1,355",60.7,"4,177","2,398",57.4,"1,852","1,244",67.2,"5,749","1,762",30.6
Y58,South West Commissioning Region,R0D,University Hospitals Dorset NHS Foundation Trust,"9,939","3,662",36.8,"1,489",529,35.5,"2,954","1,071",36.3,"1,387",651,46.9,"4,109","1,411",34.3
Y58,South West Commissioning Region,AXG,"Wiltshire Health And Care, Chippenham Community Hospital",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,England total ,,,"1,176,102","493,078",41.9,"148,351","72,197",48.7,"393,376","169,074",43.0,"215,681","100,469",46.6,"391,106","149,548",38.2
